div3
div2,Miscellanies.
div3
place,America
catnum,-1248.
div2,Miscellanies.
div3
place,Hudsons bay
catnum,-1250
div2,Miscellanies.
div3
place,Africa
catnum,-1257.
div2,Miscellanies.
div3
place,Spain
catnum,-1261.
div2,Miscellanies.
div3
place,Turkish
catnum,-1266.
div2,Miscellanies.
div3
place,Africa
catnum,-1268.
div2,Miscellanies.
div3
place,China
place,Denmark
catnum,-1270.
div2,Miscellanies.
div3
place,China
catnum,-1273.
div2,Miscellanies.
div3
place,Gomroon
catnum,-1275.
div2,Miscellanies.
div3
place,Darien
catnum,-1277.
div2,Miscellanies.
div3
place,Carolina
catnum,-1278.
div2,Miscellanies.
div3
place, East India
place,North of Scotland
place,Holland
catnum,-1279.
div2,Miscellanies.
div3
place,China
place,Vampo
place,Canton
place,China
catnum,-1281.
div2,Miscellanies.
div3
place, east India
catnum,-1282.
div2,Miscellanies.
div3
place,Cheshire
catnum,-1331.
div2,Miscellanies.
div3
place,Davies's Straits
catnum,-1332.
div2,Miscellanies.
div3
place,China
catnum,-1339.
div2,Miscellanies.
div3
place,China
catnum,-1341.
div2,Miscellanies.
div3
place,America
place,Darien
catnum,-1343.
div2,Miscellanies.
div3
place,Carthayener in America
catnum,-1344.
div2,Miscellanies.
div3
place,East Ind =ians 
catnum,-1345.
div2,Miscellanies.
div3
place,East Indies
catnum,-1348.
div2,Miscellanies.
div3
place,Malacca
catnum,-1349.
div2,Miscellanies.
div3
place,China
catnum,-1353.
div2,Miscellanies.
div3
place,Reculver
catnum,-1355.
div2,Miscellanies.
div3
place,Virginia
catnum,-1368.
div2,Miscellanies.
div3
place,S. Carolina
catnum,-1371.
div2,Miscellanies.
div3
place,Virginia
catnum,-1373.
div2,Miscellanies.
div3
place,China
catnum,-1377.
div2,Miscellanies.
div3
place,Bermudas
catnum,-1382.
div2,Miscellanies.
div3
place,Malacca
catnum,-1383.
div2,Miscellanies.
div3
place,Catalonia
catnum,-1384.
div2,Miscellanies.
div3
place,Davis's straits
catnum,-1385.
div2,Miscellanies.
div3
place,Virginia
catnum,-1387.
div2,Miscellanies.
div3
place,Luneburg
catnum,-1388.
div2,Miscellanies.
div3
place,Lawrance
catnum,-1399.
div2,Miscellanies.
div3
place,Japan
catnum,-1400.
div2,Miscellanies.
div3
place,Turkey
catnum,-1402.
div2,Miscellanies.
div3
place,Senegal
catnum,-1403.
div2,Miscellanies.
div3
place,Æthiopish
catnum,-1404. 3
div2,Miscellanies.
div3
place,Japan
catnum,-1405.
div2,Miscellanies.
div3
place,Persian
catnum,-1406.
div2,Miscellanies.
div3
place,Virginia
catnum,-1411.
div2,Miscellanies.
div3
place,Turkish
catnum,-1414.
div2,Miscellanies.
div3
place,Marorla of Congo
div3
place,Pyrenees
catnum,-1417.
div2,Miscellanies.
div3
place,Turky
catnum,-1420.
div2,Miscellanies.
div3
place,East India
catnum,-1422.
div2,Miscellanies.
div3
place,Madagascar
catnum,-1423.
div2,Miscellanies.
div3
place,Congo
place,Marorla of Congo
catnum,-1425.
div2,Miscellanies.
div3
place,China
catnum,-1437.
div2,Miscellanies.
div3
place,Ireland
catnum,-1450.
div2,Miscellanies.
div3
place,Carolina
catnum,-1452.
div2,Miscellanies.
div3
place,China
catnum,-1453.
div2,Miscellanies.
div3
place,Reculver
catnum,-1455.
div2,Miscellanies.
div3
place,S. Carolina
catnum,-1458.
div2,Miscellanies.
div3
place,Portugall
catnum,-1466.
div2,Miscellanies.
div3
place,China
catnum,-1478.
div2,Miscellanies.
div3
place,Carolina
catnum,-1485.
div2,Miscellanies.
div3
place,fort S t. George
catnum,-1487.
div2,Miscellanies.
div3
place,E. I
catnum,-1490.
