div3
person,D r. Battely
person,M r. Nichols
catnum,-1554.
div2,Miscellanies.
div3
person, M rs. Steigertahl.
catnum,-1555.
div2,Miscellanies.
div3
person,Paul Lucas
person, Duke of Richmond
person, Duke of Richmond
catnum,-1556.
div2,Miscellanies.
div3
person, M r. Ambrose Godfry Hanckewitz
person, Godfry
div3
person, M r. Godfry
catnum,1561.
div2,Miscellanies.
div3
person, M r. Godfry
catnum,1562.
div2,Miscellanies.
div3
person,M r. Wilds
catnum,-1576.
div2,Miscellanies.
div3
person,Govern r. Jennings
catnum,-1588.
div2,Miscellanies.
div3
person, Ericus Benzelius
catnum,-1589.
div2,Miscellanies.
div3
person, M r. Houstoun
catnum,-1590.
div2,Miscellanies.
div3
person,M r. Maidstone
catnum,-1592.
div2,Miscellanies.
div3
person, D r. Short
catnum,-1595.
div2,Miscellanies.
div3
person, D r. Short
catnum,1596.
div2,Miscellanies.
div3
person, D r. Short
catnum,-1608.
div2,Miscellanies.
div3
person, Scarburgh
catnum,-1611.
div2,Miscellanies.
div3
person,M r. Bradley.
catnum,-1613.
div2,Miscellanies.
div3
person, D r. Short
catnum,-1615.
div2,Miscellanies.
div3
person,M r. Talbot
person,Mr. Barrow
catnum,-1616.
div2,Miscellanies.
div3
person, D r. Clifton
catnum,-1624.
div2,Miscellanies.
div3
person, M r. Godfrey
catnum,-1629.
div2,Miscellanies.
div3
person, Duke of Newcastle
catnum,1635. & 1636.
div2,Miscellanies.
div3
person, Dr. Grews
person, Duke of Newcastle
catnum,-1635
div2,Miscellanies.
div3
person,D r. Grews
person, Duke of Newcastle
catnum,-1636
div2,Miscellanies.
div3
person,M r. Godfroy Jun r
catnum,-1637.
div2,Miscellanies.
div3
person, M r. Bell
catnum,-1650.
div2,Miscellanies.
div3
person,M r. Graham Jun r 
catnum,-1653.
div2,Miscellanies.
div3
person, K. Charles the first
person,M r. Lascelles.
catnum,-1657.
div2,Miscellanies.
div3
person,M r. Kenly
catnum,-1664.
div2,Miscellanies.
div3
person,Abbe Sterbini
catnum,-1665.
div2,Miscellanies.
div3
person, Pet.
catnum,-1668
div2,Miscellanies.
div3
person, Pet
catnum,-1671.
div2,Miscellanies.
div3
person,M r. Newman.
catnum,-1672.
div2,Miscellanies.
div3
person, M r. Collinson.
catnum,-1673.
div2,Miscellanies.
div3
person, D r. Dodd
catnum,-1674.
div2,Miscellanies.
div3
person,M rs. Marshall
catnum,-1675.
div2,Miscellanies.
div3
person, M r. Nash.
catnum,-1683.
div2,Miscellanies.
div3
person,M r. Sainthill
catnum,-1684.
div2,Miscellanies.
div3
person,D r. Massey.
catnum,-1685.
div2,Miscellanies.
div3
person,Revd M r. Scott.
catnum,-1686.
div2,Miscellanies.
div3
person, M r. Maitland.
catnum,-1688.
div2,Miscellanies.
div3
person,Abbe Sterbinis
catnum,-1689.
div2,Miscellanies.
div3
person, M r. Bell
catnum,-1694.
div2,Miscellanies.
div3
person, M r. Bell
catnum,-1701.
div2,Miscellanies.
div3
person,Duke of Buclugh
catnum,-1706.
div2,Miscellanies.
div3
person,D r. Waldo
catnum,-1707.
div2,Miscellanies.
div3
person,M r. Green
catnum,-1709.
div2,Miscellanies.
div3
person,M r. Gilbert
catnum,-1710.
div2,Miscellanies.
div3
person,M r. Fuller
catnum,-1712.
div2,Miscellanies.
div3
person, M r. Ranby
catnum,-1716.
div2,Miscellanies.
div3
person, M r Govern
catnum,-1721.
div2,Miscellanies.
div3
person,M r. Muhleman
catnum,-1724.
div2,Miscellanies.
div3
person,D r. Massy
catnum,-1725.
div2,Miscellanies.
div3
person, M r. Wynthorp
catnum,-1727.
div2,Miscellanies.
div3
person,Papenau
person, Winthrop Esq r
catnum,-1730.
div2,Miscellanies.
div3
person, M r. Winthorp
catnum,-1731.
div2,Miscellanies.
div3
person,M r. Roberts
catnum,-1734.
div2,Miscellanies.
div3
person, M r. Winthorpe
catnum,-1735.
div2,Miscellanies.
div3
person, M r. Winthorp
catnum,-1738.
div2,Miscellanies.
div3
person,D r. Massey
catnum,-1750.
div2,Miscellanies.
div3
person,M r. Hodson
catnum,-1757.
div2,Miscellanies.
div3
person, M r. Hodgson
catnum,-1761.
div2,Miscellanies.
div3
person,Job the son of Solomon
catnum,1763.
div2,Miscellanies.
div3
person, D r. Amann
catnum,-1767.
div2,Miscellanies.
div3
person,M r. Capt n Jenkins
catnum,-1768.
div2,Miscellanies.
div3
person,M r. Jenkins
catnum,-1770.
div2,Miscellanies.
div3
person,M r. Clerk
catnum,-1775.
div2,Miscellanies.
div3
person, Queen Elizabeths
catnum,-1778.
div2,Miscellanies.
div3
person,M r. Laurie
catnum,-1779.
div2,Miscellanies.
div3
person,M r. Laurie
catnum,-1780.
div2,Miscellanies.
div3
person, M r. Philipp Miller
catnum,-1782.
div2,Miscellanies.
div3
person,M r. Mason
catnum,-1783.
div2,Miscellanies.
div3
person,M r. Cotteret
catnum,-1784.
div2,Miscellanies.
div3
person,M r. Reaumar
catnum,-1785.
div2,Miscellanies.
div3
person,M r. Seguiver
catnum,-1786.
div2,Miscellanies.
div3
person,"M r. Grubb, a Swede"
catnum,-1787.
div2,Miscellanies.
div3
person,M r. Cox
catnum,-1792.
div2,Miscellanies.
div3
person,D r. Massy
catnum,-1794.
div2,Miscellanies.
div3
person, M r. Barham
catnum,-1796.
div2,Miscellanies.
div3
person,M r. Sequier
catnum,-1798.
div2,Miscellanies.
div3
person, Cardinall Gualtieris
catnum,-700.
div2,Antiquities.
div3
person, D r. Houston
catnum,-726.
div2,Antiquities.
div3
person,M r. Conyers
catnum,-4.
div2,Antiquities.
div3
person, M r. Jo. Scheuchzer
catnum,738.
div2,Antiquities.
div3
person,M r. Cooke
catnum,-743.
div2,Antiquities.
div3
person, D r. Huntington.
catnum,21.
div2,Antiquities.
div3
person,M r. Conyers
catnum,23.
div2,Antiquities.
div3
person,M r. Compton.
catnum,-749.
div2,Antiquities.
div3
person,M r Charles de la fontaine.
catnum,-755.
div2,Antiquities.
div3
person,M r Conyers
catnum,29.
div2,Antiquities.
div3
person,M r. Oldesworth
catnum,31.
div2,Antiquities.
div3
person, D r. Harwood
catnum,33.
div2,Antiquities.
div3
person,M r. Gordon.
catnum,-781.
div2,Antiquities.
div3
person, S r. Peter Lely
person, Ld Ch Halifax
catnum,-47.
div2,Antiquities.
div3
person, Mons r. dupuys
catnum,-787.
div2,Antiquities.
div3
person,M r. Compton
catnum,-787.
div2,Antiquities.
div3
person, King James 's 
catnum,49.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,806.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-819.
div2,Antiquities.
div3
person, D r. Hook
catnum,76.
div2,Antiquities.
div3
person, M r. Robert Hook
catnum,-77.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-844.
div2,Antiquities.
div3
person, D r. Hook
catnum,-86.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-862.
div2,Antiquities.
div3
person,Conyers
catnum,-93.
div2,Antiquities.
div3
person,M r. Conyers
catnum,98.
div2,Antiquities.
div3
person,D r. Lavater
catnum,-100.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-880
div2,Antiquities.
div3
person, D r. Richardson
catnum,-100 *.
div2,Antiquities.
div3
person,M r. Martin
catnum,-106.
div2,Antiquities.
div3
person, M r. Brigstock.
catnum,-107.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-904.
div2,Antiquities.
div3
person, M r. Morton
catnum,-108.
div2,Antiquities.
div3
person, S r. Tho. Brown's
catnum,-109.
div2,Antiquities.
div3
person,Oldisworth
catnum,-113.
div2,Antiquities.
div3
person,Abbe Sterbini
catnum,-928.
div2,Antiquities.
div3
person,L'Abbe Sterbini
catnum,-945.
div2,Antiquities.
div3
person,D r. Brown
catnum,-123.
div2,Antiquities.
div3
person,D. Id
catnum,-979.
div2,Antiquities.
div3
person,D r. Br.
catnum,-132.
div2,Antiquities.
div3
person,Oldisworth
catnum,-134.
div2,Antiquities.
div3
person,Sandys
catnum,-135.
div2,Antiquities.
div3
person, Cardinall Gualtieri
person,Abbe Sterbini
catnum,-980.
div2,Antiquities.
div3
person, D r. Br.
catnum,-138.
div2,Antiquities.
div3
person, D r. Br
catnum,-139.
div2,Antiquities.
div3
person, D r. Br.
catnum,-140.
div2,Antiquities.
div3
person, E. B. 
catnum,-144.
div2,Antiquities.
div3
person, D r. Br
catnum,-145.
div2,Antiquities.
div3
person, D r. Br
catnum,-146.
div2,Antiquities.
div3
person, D r. Br
catnum,-148.
div2,Antiquities.
div3
person,M r. Lloyd
catnum,-149.
div2,Antiquities.
div3
person,M r. Morton
catnum,-151.
div2,Antiquities.
div3
person, Cardinal Gualtieris
person,Abbe Sterbini
catnum,-1023. 1024
div2,Antiquities.
div3
person,M r. Hodges
catnum,-154.
div2,Antiquities.
div3
person,M r. Cairns
catnum,-157.
div2,Antiquities.
div3
person, Card inall Gualtieris
person,Abbe Sterbini
catnum,-1040.
div2,Antiquities.
div3
person,Bp of Norwich.
catnum,-159.
div2,Antiquities.
div3
person, Ld Peterborough.
catnum,-167.
div2,Antiquities.
div3
person, Mort
catnum,-168.
div2,Antiquities.
div3
person, Mort.
catnum,-170.
div2,Antiquities.
div3
person, Mort
catnum,-171.
div2,Antiquities.
div3
person,M r. Wainwrights
catnum,-173.
div2,Antiquities.
div3
person, Cardinall Gualtieris
person,Abbe Sterbini.
catnum,-1082.
div2,Antiquities.
div3
person,D r. Waldo
catnum,-180.
div2,Antiquities.
div3
person,D r. Lavater
catnum,-181.
div2,Antiquities.
div3
person, Cardinall Gualtieris
person,Abbe Sterbini
catnum,-1097.
div2,Antiquities.
div3
person, Jo. Bapt. Ottius
person,M r. Holiday
catnum,-183.
div2,Antiquities.
div3
person,D r. Massy
catnum,-184.
div2,Antiquities.
div3
person, M r. Beverland
catnum,-185.
div2,Antiquities.
div3
person,D r. Brooks
catnum,-188.
div2,Antiquities.
div3
person, D r. Lister
catnum,-189.
div2,Antiquities.
div3
person, Pet
catnum,-190.
div2,Antiquities.
div3
person, Pet
catnum,-191.
div2,Antiquities.
div3
person, Cardinall Gualtieris
person,Abbe Sterbini
catnum,-1110.
div2,Antiquities.
div3
person, Lord Sandwich
catnum,1119.
div2,Antiquities.
div3
person, Pet
catnum,-193.
div2,Antiquities.
div3
person, Kemp
catnum,-196.
div2,Antiquities.
div3
person,D.XI
catnum,-198.
div2,Antiquities.
div3
person, Kemp.
catnum,-201.
div2,Antiquities.
div3
person, Kemp
catnum,-202.
div2,Antiquities.
div3
person, Kemp
catnum,-203.
div2,Antiquities.
div3
person,Earl of Arundell
person, M r. Fuller
person, M r. Benjamin Mott
person, S r. Andrew Fountain
person,M r Warner
person, M r Galliard
person, D r. Hutton
person, Charles Lord Hallifax
person,M r Gousset.
catnum,1120.
div2,Antiquities.
div3
person,M r. Jackson
catnum,1121.
div2,Antiquities.
div3
person, Kemp
catnum,-211.
div2,Antiquities.
div3
person, D r. Sylvestre
catnum,-221.
div2,Antiquities.
div3
person, Kemp
catnum,-229.
div2,Antiquities.
div3
person,Sig r. Sterbini
person,Sig r. Veraccini
catnum,1122.
div2,Antiquities.
div3
person, Dean Copping
catnum,1123.
div2,Antiquities.
div3
person,M r. Ashwort
catnum,1125.
div2,Antiquities.
div3
person, Kemp.
catnum,-230.
div2,Antiquities.
div3
person, Kemp.
catnum,-231.
div2,Antiquities.
div3
person, Kemp
catnum,-232.
div2,Antiquities.
div3
person, Kemp.
catnum,-236.
div2,Antiquities.
div3
person,W m. Ellis Esq r
person, D r. Richardson
person, M r. Gale
catnum,-238.
div2,Antiquities.
div3
person, M r. Cadogan
catnum,1127.
div2,Antiquities.
div3
person,M r. W
person, Smart Lethieullier
div3
person,Conyers
catnum,-246.
div2,Antiquities.
div3
person,Conyers
catnum,-248.
div2,Antiquities.
div3
person, Pet
catnum,-249.
div2,Antiquities.
div3
person,Colonel William Lethieullier
div3
person, Wood
person,Mr Alexander
catnum,2.
div2,Antiquities.
div3
person,M r. Kennedy
catnum,-254.
div2,Antiquities.
div3
person,M r. Smith.
catnum,-255.
div2,Antiquities.
div3
person,M r. Kemps
person,M r. Warners
catnum,-256.
div2,Antiquities.
div3
person,M r. Conyers
person, Woodward
person, Woodward
catnum,-257.
div2,Antiquities.
div3
person,M r. Conyers
catnum,-258.
div2,Antiquities.
div3
person, D r. Woodwards
catnum,-259.
div2,Antiquities.
div3
person, Woodward
catnum,-262.
div2,Antiquities.
div3
person,Hand
catnum,5
div2,Antiquities.
div3
person, Cadogan
catnum,-244 *.
div2,Antiquities.
div3
person, Lord Burlington
catnum,-249 *.
div2,Antiquities.
div3
person, M r. And. Hay
catnum,-250 *.
div2,Antiquities.
div3
person, Charles 2
div3
person, Elizabeth. Queen
div3
person, Sloane Sir Hans 
div3
person, M r. Dupuys
catnum,-256.*
div2,Antiquities.
div3
person,D. M
catnum,-262*.
div2,Antiquities.
div3
person,D. M
catnum,-263*.
div2,Antiquities.
div3
person,Pitt Lethieullier Esq r
div3
person,Colonel Lethieullier's
div3
person,Colonel Lethieulliers
catnum,1
div2,Antiquities.
div3
person, D r. Stukely
catnum,-301.
div2,Antiquities.
div3
person,M r. Stanley
catnum,-302.
div2,Antiquities.
div3
person, S r. John Colbatch
catnum,-304.
div2,Antiquities.
div3
person,Colonel Lethieuller's
catnum,8
div2,Antiquities.
div3
person,S r. Griffith W ms
catnum,-315.
div2,Antiquities.
div3
person, Smart Lethieullier Esq r
div3
person,M r. Hildesley
catnum,-329.
div2,Antiquities.
div3
person, Woodward
catnum,-363.
div2,Antiquities.
div3
person, Thomas Hollis
div3
person, D r. Meads
catnum,16.
div2,Antiquities.
div3
person,M r. Purnell
catnum,-382.
div2,Antiquities.
div3
person, D r. Wood
catnum,-384.
div2,Antiquities.
div3
person,M rs. Dering
catnum,-400.
div2,Antiquities.
div3
person,M rs. Standish
catnum,-404.
div2,Antiquities.
div3
person, D r. Woodwards
catnum,-405.
div2,Antiquities.
div3
person, D. Woodward
catnum,-406.
div2,Antiquities.
div3
person,M rs. Dering.
catnum,-407.
div2,Antiquities.
div3
person,Lo Pembroke.
catnum,-409.
div2,Antiquities.
div3
person, D r. Mead
catnum,8
div2,Antiquities.
div3
person,M r. George
catnum,-412.
div2,Antiquities.
div3
person,M r. Maidstone
catnum,-413
div2,Antiquities.
div3
person,Soranzos
person,M r. Nadler
catnum,-416.
div2,Antiquities.
div3
person, D r. Meads
catnum,11.
div2,Antiquities.
div3
person, D r. Meads
catnum,1
div2,Antiquities.
div3
person,Soranzo
person,M r. Nadler
catnum,-429.
div2,Antiquities.
div3
person, Cr: Mortimer
catnum,-435.
div2,Antiquities.
div3
person, C. Mortimer
person, D r. Gray
catnum,-437.
div2,Antiquities.
div3
person,S r. George
catnum,-438.
div2,Antiquities.
div3
person, Cr. Mortimer
catnum,441.
div2,Antiquities.
div3
person, W m. Stukely
catnum,-443
div2,Antiquities.
div3
person,M r. Leneve
catnum,-444.
div2,Antiquities.
div3
person,D r. Rosse
catnum,-447.
div2,Antiquities.
div3
person,M r. Leneve
catnum,-448.
div2,Antiquities.
div3
person,M r. Jackson
catnum,-450
div2,Antiquities.
div3
person,Abbe Sterpini
catnum,-451.
div2,Antiquities.
div3
person,Abbot Sterbini
catnum,-467.
div2,Antiquities.
div3
person,abbot Sterbini
catnum,-487.
div2,Antiquities.
div3
person,Abbot Sterbini
catnum,-496.
div2,Antiquities.
div3
person,Lord Montacutes
person,M r. Jackson
catnum,-525.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-528.
div2,Antiquities.
div3
person, Cardinal Gualt ieris
catnum,-535.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-560.
div2,Antiquities.
div3
person, Cardinall Gualteris
catnum,-576.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-594.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-610.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-628.
div2,Antiquities.
div3
person, Cardinall Gualtieris
catnum,-648.
div2,Antiquities.
div3
person, Cardinall Gualtieri's
catnum,-654.
div2,Antiquities.
div3
person, Card. Gualtieris
catnum,-663.
div2,Antiquities.
div3
person, Cardinal Gualtieris
catnum,-669.
div2,Antiquities.
div3
person, Card. Gualtieris
catnum,-676.
div2,Antiquities.
div3
person, Olivarius
catnum,-1.
div2,Impressions of Seals &c.
div3
person, Oli: Cromwe ll 
catnum,-9.
div2,Impressions of Seals &c.
div3
person,St. Stephan
catnum, -17.
div2,Impressions of Seals &c.
div3
person,S r. Ed. Bury- Godfrey
catnum,-33.
div2,Impressions of Seals &c.
div3
person, K. Ch. 2 d
catnum,-34.
div2,Impressions of Seals &c.
div3
person, K. Ch. 1 st
catnum,-36.
div2,Impressions of Seals &c.
div3
person,M r. Warner
catnum,-72.
div2,Impressions of Seals &c.
div3
person,Duke of Buckingham
catnum,-79.
div2,Impressions of Seals &c.
div3
person,S t Laurence
catnum,88.
div2,Impressions of Seals &c.
div3
person, King Charles the firsts
catnum,-98.
div2,Impressions of Seals &c.
div3
person, T. Simons 
catnum,-99.
div2,Impressions of Seals &c.
div3
person,M r. Rickersey
person,D r. Pack
catnum,-102.
div2,Impressions of Seals &c.
div3
person, Henry y e 8 th's
catnum,103.
div2,Impressions of Seals &c.
div3
person, King
catnum,104
div2,Impressions of Seals &c.
div3
person, Queen Elizabeth's
catnum,105.
div2,Impressions of Seals &c.
div3
person, King James I
catnum,107.
div2,Impressions of Seals &c.
div3
person,Hand
catnum,114.
div2,Impressions of Seals &c.
div3
person,Shepherd
catnum,131.
div2,Impressions of Seals &c.
div3
person,Duke of Monmouth
catnum,143.
div2,Impressions of Seals &c.
div3
person, Henry 8
catnum,159.
div2,Impressions of Seals &c.
div3
person, Oliver
person, M r. Ranby
catnum,160.
div2,Impressions of Seals &c.
div3
person, S r. Isaac Newton's
catnum,161.
div2,Impressions of Seals &c.
div3
person, Martin Folkes
catnum,163.
div2,Impressions of Seals &c.
div3
person,M r. Bevan
catnum,164.
div2,Impressions of Seals &c.
div3
person, George II
catnum,168.
div2,Impressions of Seals &c.
div3
person,James Duke of York
catnum,175.
div2,Impressions of Seals &c.
div3
person,D. Morosini
catnum,176.
div2,Impressions of Seals &c.
div3
person, Lewis
catnum,187.
div2,Impressions of Seals &c.
div3
person, Oli. Cromwel.
person,M r N
catnum,189.
div2,Impressions of Seals &c.
div3
person, Sir Richard Steele
catnum,190.
div2,Impressions of Seals &c.
div3
person, K. Henry VIII
catnum,220.
div2,Impressions of Seals &c.
div3
person,Surgeon
catnum,235.
div2,Impressions of Seals &c.
div3
person,Duke of Bavaria
person,D. C
catnum,247.
div2,Impressions of Seals &c.
div3
person, Mortimer
person,D. Drake
person, Mortimer
person,D. Dingley
person,D. Fran.
person, K. Charles 2
catnum,264.
div2,Impressions of Seals &c.
div3
person,M r. Kettle
catnum,-266.
div2,Impressions of Seals &c.
div3
person, S r. Robert walpole
catnum,267.
div2,Impressions of Seals &c.
div3
person,D. of
div3
person,D. O
div3
person, Charles 1 st
div3
person, 2 d
div3
person,Coll. Med
div3
person," Cromwell, Oliv. "
div3
person,Rob
div3
person,M r Francis
div3
person," Elizabeth, Queen"
div3
person, Godfrey
person,S r. Edm
div3
person, Henry. 8 th
div3
person, Jacobus 1
div3
person,James D. of York
div3
person,Lewis
div3
person,D.G
div3
person, Newton
person,S r. Isaac
div3
person, Olivarius Protector. (vid Cromwell.)
div3
person, Richardus (Cromwell q.v.) Protector
div3
person,Shepherd
div3
person," Sloane, S r. Hans. "
div3
person," Steele, S r. Rich d"
div3
person, Albert Durer
catnum,-1.
div2,Pictures &c.
div3
person, David Loggan
person, AB Blosse Bloteling?
catnum,-2.
div2,Pictures &c.
div3
person, D. Loggan
catnum,-3.
div2,Pictures &c.
div3
person, M r. Pinfold
person, M r. Courten
catnum,-6.
div2,Pictures &c.
div3
person,Duke of Richmond .
catnum,-7.
div2,Pictures &c.
div3
person,TDackett
person,M rs. Pritchard
catnum,-8.
div2,Pictures &c.
div3
person, M rs. Merian.
catnum,-9.
div2,Pictures &c.
div3
person, Robert
catnum,10.
div2,Pictures &c.
div3
person, Robert
catnum,11.
div2,Pictures &c.
div3
person, Faithorn
catnum,13.
div2,Pictures &c.
div3
person,Greg. de Tholouse - Brodeur
catnum,15.
div2,Pictures &c.
div3
person, M rs Merian
catnum,-16.
div2,Pictures &c.
div3
person,Tholouze
catnum,17.
div2,Pictures &c.
div3
person, M r. Greenhill
catnum,-20.
div2,Pictures &c.
div3
person,.Hooker
catnum,22.
div2,Pictures &c.
div3
person, 
catnum,-23.
div2,Pictures &c.
div3
person, Laurentius Costerus y e 
catnum,-25.
div2,Pictures &c.
div3
person, King W m.s
person, Lens
catnum,-26.
div2,Pictures &c.
div3
person,Tholouze
catnum,27.
div2,Pictures &c.
div3
person,Tholouze
catnum,30.
div2,Pictures &c.
div3
person,M r. Bizot
catnum,35.
div2,Pictures &c.
div3
person, S r. Orlando Bridgman
catnum,-39.
div2,Pictures &c.
div3
person,M r. Petyt
catnum,-40.
div2,Pictures &c.
div3
person,Mr. Boyle
catnum,-43.
div2,Pictures &c.
div3
person, M r. Faithorn
catnum,-44.
div2,Pictures &c.
div3
person,M r. D'oyly.
catnum,-49.
div2,Pictures &c.
div3
person, M rs. Merian
catnum,-50.
div2,Pictures &c.
div3
person, M rs. Merian.
catnum,-51.
div2,Pictures &c.
div3
person,G. le Tholouze
catnum,52.
div2,Pictures &c.
div3
person,Du Bosse
catnum,55.
div2,Pictures &c.
div3
person, George Duke of Albemarle 
catnum,57.
div2,Pictures &c.
div3
person, Della Bellas
catnum,-58.
div2,Pictures &c.
div3
person,Margaret Smith.
catnum,-61.
div2,Pictures &c.
div3
person,Joannes Caius
catnum,-62.
div2,Pictures &c.
div3
person, M r. Pepys
catnum,-63.
div2,Pictures &c.
div3
person,Jacobus Stannier
catnum,-64.
div2,Pictures &c.
div3
person, Olivers
catnum,65.
div2,Pictures &c.
div3
person,M rs. Johanna Byron
catnum,-68.
div2,Pictures &c.
div3
person, Barlow
catnum,-69.
div2,Pictures &c.
div3
person,M r. Jacob Selos head
catnum,73.
div2,Pictures &c.
div3
person,M r. Cooke
catnum,-74.
div2,Pictures &c.
div3
person,M r. Cooke
catnum,-77.
div2,Pictures &c.
div3
person,Mareschall
catnum,-78.
div2,Pictures &c.
div3
person,Tholouze 
catnum,82.
div2,Pictures &c.
div3
person, D r. Harvy
catnum,-90.
div2,Pictures &c.
div3
person,M rs. Fuller
person, Taverner
catnum,-92.
div2,Pictures &c.
div3
person,M r. Sam
catnum,-93.
div2,Pictures &c.
div3
person,Wissen.
catnum,-97.
div2,Pictures &c.
div3
person,Rossi's
catnum,-98.
div2,Pictures &c.
div3
person, M rs. Courten
person, Vandike
catnum,103.
div2,Pictures &c.
div3
person,Lord Exeter
catnum,104.
div2,Pictures &c.
div3
person, Silvestre
catnum,108.
div2,Pictures &c.
div3
person, Merian
catnum,-109.
div2,Pictures &c.
div3
person, D r. Huntington
catnum,-120.
div2,Pictures &c.
div3
person,M r. Langley
catnum,-129.
div2,Pictures &c.
div3
person, M r. Courten
catnum,130.
div2,Pictures &c.
div3
person,M rs. AnneRose
person, Taverner
catnum,-132.
div2,Pictures &c.
div3
person, Holben
catnum,133.
div2,Pictures &c.
div3
person,M r. Cooke
catnum,135.
div2,Pictures &c.
div3
person,Miller
catnum,-137.
div2,Pictures &c.
div3
person,M r. Cook
catnum,-138.
div2,Pictures &c.
div3
person, Vesalius
person, Antony More
catnum,147.
div2,Pictures &c.
div3
person,Young Fran: Mercur. Vanhelmont
person, M r. Murray
catnum,148.
div2,Pictures &c.
div3
person, M r. Courten
catnum,151.
div2,Pictures &c.
div3
person, Mumper
catnum,152.
div2,Pictures &c.
div3
person,M r. Cook
catnum,-153.
div2,Pictures &c.
div3
person, S r. Theodore Mayern
person,M r. D'oyly
catnum,-155.
div2,Pictures &c.
div3
person,D r. Rose
person, M r. Murray
catnum,-156.
div2,Pictures &c.
div3
person,M rs. Willoughby.
catnum,-157.
div2,Pictures &c.
div3
person, Rubens
catnum,161.
div2,Pictures &c.
div3
person,M r. Cook.
catnum,-162.
div2,Pictures &c.
div3
person, Poelemburg
catnum,164.
div2,Pictures &c.
div3
person,M r. Cook.
catnum,-165.
div2,Pictures &c.
div3
person, M r. Dampier
person, M r. Murray.
catnum,-166.
div2,Pictures &c.
div3
person,M r. Cooke
catnum,-167.
div2,Pictures &c.
div3
person, M r. Courten
person, M r. Murray
catnum,170.
div2,Pictures &c.
div3
person, D r. Sloane
person, M r. Murray
catnum,171.
div2,Pictures &c.
div3
person,M rs. Sloane
catnum,172.
div2,Pictures &c.
div3
person,M rs. Isted
catnum,173.
div2,Pictures &c.
div3
person,M rs. Fuller
person, M r. Murray
catnum,178.
div2,Pictures &c.
div3
person, Aldrovandus
person, Georgioni
person,M r. Cock
catnum,-183.
div2,Pictures &c.
div3
person, S r. Edmund Kings
person, Faithorne? 
catnum,-184.
div2,Pictures &c.
div3
person,Housman
person,M r. Kinsay-
catnum,-186.
div2,Pictures &c.
div3
person,HE
catnum,-190. 180
div2,Pictures &c.
div3
person, Luther's
catnum,-194.
div2,Pictures &c.
div3
person,Lord Arundells 
catnum,-200.
div2,Pictures &c.
div3
person, S r. Thomas brown
person, M r. Brigstock
catnum,-201.
div2,Pictures &c.
div3
person, Chancellor Jeffries
catnum,-208.
div2,Pictures &c.
div3
person,Frere Jaques
person, Brower
catnum,-209.
div2,Pictures &c.
div3
person, Hans Holbein
person,M r. Hughs
catnum,-210.
div2,Pictures &c.
div3
person,M r. Hugh
catnum,-212.
div2,Pictures &c.
div3
person, Hofsted Van Essen
catnum,-213.
div2,Pictures &c.
div3
person, D r. Br
catnum,-219.
div2,Pictures &c.
div3
person, M r. Cowper
catnum,-222.
div2,Pictures &c.
div3
person,M r. Cook
catnum,-223.
div2,Pictures &c.
div3
person, M r. Cowper
catnum,-224.
div2,Pictures &c.
div3
person, M r. Cowper
catnum,-229.
div2,Pictures &c.
div3
person, M r. Cowper
catnum,-234.
div2,Pictures &c.
div3
person, M r. Cowper
catnum,-237.
div2,Pictures &c.
div3
person, M rs. Merian
catnum,-239.
div2,Pictures &c.
div3
person, King Charles the first's
catnum,-241.
div2,Pictures &c.
div3
person,Lord Pagets
catnum,-242.
div2,Pictures &c.
div3
person, Anna Maria Schurman
catnum,-247.
div2,Pictures &c.
div3
person, Dobson
catnum,-248.
div2,Pictures &c.
div3
person, Robert
catnum,-249.
div2,Pictures &c.
div3
person, Hilliard
catnum,-250.
div2,Pictures &c.
div3
person,Thornton
catnum,-253.
div2,Pictures &c.
div3
person, Albert Durer
catnum,-254.
div2,Pictures &c.
div3
person, Vandyke
catnum,-255.
div2,Pictures &c.
div3
person, Duke of Richmond
person,Duke of Richmond
person, K. Charles the firsts
catnum,-256.
div2,Pictures &c.
div3
person, D r. Cyprianus
catnum,-257.
div2,Pictures &c.
div3
person, D r. Cyprianus
catnum,-258.
div2,Pictures &c.
div3
person, D r. Ruyschs
catnum,-261.
div2,Pictures &c.
div3
person, D r. Cyprianus.
catnum,-263.
div2,Pictures &c.
div3
person, Pet
catnum,-267.
div2,Pictures &c.
div3
person,M rs Aesop
catnum,-268.
div2,Pictures &c.
div3
person, Queen Elizabeths
catnum,-269.
div2,Pictures &c.
div3
person,S r. Cornario
person, Queen Anne
catnum,-270.
div2,Pictures &c.
div3
person, Frederich the 3 d. Duke of Saxony
catnum,-271.
div2,Pictures &c.
div3
person, Earl of Essex
person, Queen Elizabeth
catnum,-272.
div2,Pictures &c.
div3
person,Jacomo Poro fils
catnum,-274.
div2,Pictures &c.
div3
